ref	4585_mips_mapped.sam	4595_mips_mapped.sam
1948	0.00104284200089	0.00138192143871
1949	0.00412008069204	0.00380501656413
1946	0.00531678462748	0.00478939895883
1947	0.00441070879065	0.00433506862281
1945	0.0013334700995	0.0010411736867
1255	0.00117960816494	0.00172266919072
811	0.00157281088659	0.00143871273071
817	0.00184634321469	0.00189304306673
1799	0.00109412931241	0.00166587789872
1798	0.00170957705064	0.00155229531472
1793	0.00256436557596	0.00285849503076
1792	0.00170957705064	0.00198769522007
1791	0.00206858823127	0.0020255560814
1790	0.00222245016583	0.00261239943209
1797	0.00148733203405	0.000662565073355
1495	0.00461585803672	0.00495977283483
1700	0.00579546620166	0.00774254614292
1701	0.000906075836838	0.00212020823474
1702	0.0029575682976	0.00335068622811
1703	0.00263274865798	0.00359678182679
1704	0.00229083324785	0.00162801703739
1705	0.00654768010394	0.00444865120681
1706	0.00423975108558	0.00448651206815
1707	0.0061544773823	0.00437292948415
1708	0.00153861934557	0.00100331282537
1709	0.0032140048552	0.00240416469475
1064	0.00200020514925	0.00210127780407
1666	0.00194891783773	0.00179839091339
1665	0.00152152357507	0.00221486038807
1662	0.00271822751051	0.00308566019877
1661	0.00128218278798	0.00160908660672
1660	0.0029575682976	0.00225272124941
591	0.00311143023216	0.00369143398012
198	0.000581256197217	0.00136299100805
597	0.00179505590317	0.00160908660672
196	0.00494067767634	0.00424041646947
190	0.00193182206722	0.00170373876006
1127	0.00593223236571	0.0040511121628
529	0.00247888672342	0.00210127780407
445	0.00208568400178	0.00164694746805
109	0.00254726980545	0.00172266919072
2046	0.0026840359695	0.00157122574539
1849	0.00124799124697	0.000870799810696
1848	0.00181215167368	0.00291528632276
2043	0.00278661059254	0.00308566019877
1843	0.00629124354635	0.00670137245622
1842	0.00176086436216	0.00246095598675
1841	0.00492358190584	0.00836725035495
1847	0.00205149246077	0.0018551822054
1846	0.00138475741102	0.000927591102698
1845	0.0016070024276	0.00132513014671
2049	0.00422265531508	0.00350212967345
1537	0.000427394262659	0.000454330336015
439	0.00198310937874	0.00246095598675
430	0.00251307826444	0.00327496450544
338	0.00112832085342	0.00107903454804
854	0.00056416042671	0.000776147657359
842	0.00518001846343	0.00475153809749
1991	0.00461585803672	0.0040511121628
1996	0.00177796013266	0.00138192143871
740	0.00396621875748	0.00270705158542
748	0.0024105036414	0.00204448651207
235	0.00172667282114	0.00145764316138
1054	0.00442780456115	0.0029531471841
1059	0.00253017403494	0.00232844297208
1192	0.00211987554279	0.00259346900142
1696	0.00370978219988	0.00374822527212
1697	0.00815468253154	0.009957406531
1694	0.000410298492153	0.000359678182679
1695	0.00511163538141	0.00539517274018
1692	0.00362430334735	0.00272598201609
1693	0.000906075836838	0.00176053005206
1690	0.00297466406811	0.00293421675343
1691	0.00254726980545	0.00259346900142
1756	0.00389783567545	0.00380501656413
1755	0.00307723869115	0.00278277330809
1754	0.00651348856293	0.00537624230951
1698	0.00222245016583	0.00223379081874
1750	0.00119670393545	0.00126833885471
1279	0.000718022361268	0.00140085186938
1171	0.000718022361268	0.000757217226692
1170	0.0018805347557	0.00215806909607
612	0.00193182206722	0.00198769522007
1274	0.000649639279242	0.000548982489352
1178	0.00099155468937	0.00229058211074
1280	0.000752213902281	0.00123047799337
1289	0.00394912298697	0.00335068622811
2087	0.00369268642938	0.00200662565073
2084	0.00406879338052	0.00304779933743
941	0.00194891783773	0.00221486038807
1476	0.00468424111875	0.00416469474681
1477	3.41915410128e-05	0.000170373876006
1478	0.0026840359695	0.00181732134406
1570	0.000683830820255	0.00113582584004
1305	0.000871884295825	0.00090866067203
1306	0.000871884295825	0.000984382394699
137	0.00112832085342	0.00130619971604
1833	0.00439361302014	0.00484619025083
1836	0.000632543508736	0.00435399905348
1837	0.0026840359695	0.00255560814009
1834	0.00377816528191	0.00355892096545
1835	0.00306014292064	0.00212020823474
1838	0.00502615652887	0.00418362517747
28	0.00136766164051	0.00164694746805
29	0.00306014292064	0.00365357311879
2019	0.00136766164051	0.00132513014671
2018	0.00169248128013	0.00187411263606
1378	0.00247888672342	0.00164694746805
2017	0.00150442780456	0.00198769522007
1759	0.00116251239443	0.00128726928538
1955	0.00278661059254	0.00316138192144
1954	0.00263274865798	0.0021391386654
1957	0.00232502478887	0.00219592995741
1956	0.00304304715014	0.00219592995741
1951	0.0021540670838	0.00179839091339
1950	0.00256436557596	0.0019687647894
1953	0.00370978219988	0.00321817321344
1952	0.00406879338052	0.00490298154283
1959	0.00222245016583	0.00183625177473
1958	0.00172667282114	0.00151443445338
1511	0.00360720757685	0.00318031235211
827	0.0021540670838	0.00425934690014
1699	0.00759052210483	0.00520586843351
374	0.00420555954457	0.00244202555608
376	0.0029404725271	0.00357785139612
706	0.00143604472254	0.0010979649787
1484	0.000923171607344	0.000643634642688
797	0.00116251239443	0.00168480832939
1712	0.00353882449482	0.00352106010412
1710	0.00511163538141	0.00478939895883
1717	0.000854788525319	0.000435399905348
1716	0.00271822751051	0.00272598201609
1715	0.00232502478887	0.00372929484146
415	0.000718022361268	0.00134406057738
1719	0.00608609430027	0.00571699006152
1718	0.00162409819811	0.00145764316138
1658	0.00629124354635	0.00569805963086
1659	0.0069750743666	0.00569805963086
1652	0.00165828973912	0.00147657359205
1653	0.00379526105242	0.00299100804543
1650	0.00359011180634	0.00490298154283
1651	0.00141894895203	0.00128726928538
1656	0.00164119396861	0.00145764316138
1657	0.00285499367456	0.00157122574539
1654	0.000290628098608	0.000548982489352
1655	0.00203439669026	0.00200662565073
583	0.00329948370773	0.00221486038807
1135	0.00112832085342	0.0010411736867
510	0.000649639279242	0.00160908660672
513	0.0016070024276	0.00102224325603
1004	0.00147023626355	0.0018551822054
1000	0.000820596984306	0.000624704212021
1224	0.00112832085342	0.000719356365357
626	0.00116251239443	0.00124940842404
624	0.00181215167368	0.00265026029342
452	0.00128218278798	0.00151443445338
454	0.00119670393545	0.00123047799337
1345	0.0088556091223	0.0110553715097
173	0.00165828973912	0.0020823473734
2051	0.0018634389852	0.00149550402272
2053	0.00393202721647	0.00444865120681
972	0.00492358190584	0.0038807382868
652	0.00119670393545	0.00160908660672
2110	0.00304304715014	0.00456223379082
189	0.00258146134646	0.00293421675343
2115	0.0021540670838	0.00389966871746
1919	0.00194891783773	0.00145764316138
1918	0.00340205833077	0.00270705158542
1913	0.00145314049304	0.00149550402272
1912	0.00100865045988	0.00147657359205
1915	0.00217116285431	0.00200662565073
1914	0.00177796013266	0.00215806909607
1917	0.00287208944507	0.00257453857075
1916	0.00147023626355	0.00238523426408
2113	0.00271822751051	0.00257453857075
2025	0.00300885560912	0.00270705158542
2026	0.00191472629671	0.00153336488405
2027	0.00104284200089	0.000605773781354
2020	0.00167538550962	0.00138192143871
2021	0.00223954593634	0.00242309512541
2022	0.0013334700995	0.00100331282537
2023	0.0018634389852	0.00212020823474
2014	0.00682121243204	0.00530052058684
884	0.00437651724963	0.00365357311879
940	0.000598351967723	0.000927591102698
1968	0.00138475741102	0.0010411736867
1969	0.00352172872431	0.00304779933743
1964	0.00253017403494	0.00251774727875
1965	0.00100865045988	0.000965451964032
1966	0.00396621875748	0.0018551822054
1967	0.00292337675659	0.00181732134406
1960	0.00223954593634	0.00183625177473
1961	0.00323110062571	0.00287742546143
1610	0.0061715731528	0.00925698059631
1963	0.00112832085342	0.000927591102698
775	0.00341915410128	0.00371036441079
779	0.00181215167368	0.00282063416943
1046	0.00181215167368	0.00123047799337
1681	0.00526549731596	0.00460009465215
1680	0.00341915410128	0.00407004259347
1768	0.00229083324785	0.00253667770942
1769	0.00239340787089	0.00212020823474
1685	0.00104284200089	0.000851869380028
1684	0.00157281088659	0.00172266919072
1687	5.12873115191e-05	0
1686	0.00753923479331	0.00598201609087
1762	0.00570998734913	0.00560340747752
1688	0.00324819639621	0.00285849503076
1760	0	0
1766	0.000359011180634	0.000132513014671
1147	0.000512873115191	0.00049219119735
1267	0.00538516770951	0.0050354945575
2099	0.00317981331419	0.00321817321344
2098	0.00205149246077	0.00212020823474
1544	0.00211987554279	0.00123047799337
694	0.00487229459432	0.00422148603881
543	0.00316271754368	0.00270705158542
1462	0.00576127466065	0.00550875532418
1311	0.00220535439532	0.00121154756271
998	0.00176086436216	0.00166587789872
124	0.000888980066332	0.00155229531472
1829	0.00391493144596	0.00414576431614
1828	0.000906075836838	0.0021391386654
1825	0.000871884295825	0.00121154756271
1824	0.000649639279242	0.000889730241363
1827	0	0
1823	0.000222245016583	0.000416469474681
1822	0.00290628098608	0.00321817321344
2069	0.0026840359695	0.00223379081874
1388	0.00145314049304	0.00143871273071
2060	0.00343624987178	0.00223379081874
921	0.00557322118508	0.00458116422149
418	0.000700926590761	0.000757217226692
2066	0.000752213902281	0.00106010411737
2067	0.00116251239443	0.00132513014671
1924	0.00471843265976	0.00494084240416
835	0.0024105036414	0.00425934690014
363	0.00218825862482	0.00278277330809
