ref	4585_mips_mapped.sam	4595_mips_mapped.sam
380	0.0018634389852	0.0019687647894
1645	0.00123089547646	0.0010979649787
1647	0.00223954593634	0.00238523426408
1646	0.00394912298697	0.00391859914813
2002	0.0048210072828	0.00480832938949
1643	0.00622286046432	0.00535731187885
1729	0.00121379970595	0.00140085186938
1727	0.00319690908469	0.00611452910554
1724	0.00299175983862	0.00321817321344
1725	0.00504325229938	0.00407004259347
1649	0.00112832085342	0.00177946048273
1648	0.000683830820255	0.00183625177473
1721	0.00123089547646	0.00128726928538
573	0.00275241905153	0.00162801703739
66	0.00258146134646	0.00323710364411
67	0.00458166649571	0.0069474680549
1424	0.00211987554279	0.00172266919072
1356	0.00516292269293	0.00611452910554
463	0.00249598249393	0.00299100804543
1354	0.00112832085342	0.00121154756271
169	0.00442780456115	0.00460009465215
1867	0.00278661059254	0.00299100804543
1866	0.0021369713133	0.00210127780407
1728	0.000222245016583	0.00049219119735
285	0.000888980066332	0.00106010411737
2108	0.0032140048552	0.0031235210601
1519	0.00237631210039	0.00225272124941
1452	0.00210277977228	0.00259346900142
1101	0.00170957705064	0.00223379081874
2103	0.00196601360823	0.00141978230005
2102	0.0021369713133	0.00255560814009
1516	0.00461585803672	0.00424041646947
2107	0.00736827708825	0.00571699006152
1512	0.00350463295381	0.00418362517747
2048	0.000854788525319	0.00151443445338
1844	0.00229083324785	0.00217699952674
1814	0.00598351967723	0.00611452910554
1815	0.00288918521558	0.00367250354946
1816	0.00314562177317	0.00552768575485
1810	0.00393202721647	0.00490298154283
1812	0.00324819639621	0.0029531471841
1813	0.00466714534824	0.00429720776148
1819	0.00229083324785	0.00221486038807
2036	0.00147023626355	0.00155229531472
2033	0.000136766164051	0.000567912920019
2032	0.00577837043116	0.00637955513488
2031	0.00338496256026	0.00265026029342
2030	0.00362430334735	0.00210127780407
2038	0.00196601360823	0.00253667770942
897	0.000170957705064	0.000340747752011
1979	0.0010599377714	0.00160908660672
1978	0.00176086436216	0.00251774727875
1973	0.0056416042671	0.00490298154283
1972	0.000256436557596	0.000265026029342
1971	0.00444490033166	0.00507335541884
1970	0.00116251239443	0.00121154756271
357	0.00222245016583	0.0018551822054
1788	0.00182924744418	0.00123047799337
1789	0.00521421000444	0.00566019876952
1781	0.00143604472254	0.00147657359205
1782	0.00181215167368	0.0018551822054
1783	0.00121379970595	0.000719356365357
1784	0.0026840359695	0.00232844297208
1962	0.00177796013266	0.00106010411737
1775	0.000427394262659	0.000776147657359
1774	0.00206858823127	0.00176053005206
1777	0.00288918521558	0.00187411263606
1776	0.00276951482203	0.00227165168008
1771	0.00176086436216	0.000946521533365
1770	0.000290628098608	0.000283956460009
1773	0.00140185318152	0.00147657359205
1772	0.00244469518241	0.0028963558921
1071	0.00189763052621	0.00246095598675
1679	0.00102574623038	0.000889730241363
1674	0.00220535439532	0.00221486038807
1675	0.00261565288748	0.00318031235211
1676	0.000906075836838	0.00145764316138
1677	0.000957363148357	0.00134406057738
1670	0.00495777344685	0.00384287742546
1671	0.00630833931685	0.0060198769522
1672	0.00227373747735	0.0018551822054
1673	0.00234212055937	0.00189304306673
1157	0.00111122508291	0.00166587789872
670	0.00123089547646	0.00130619971604
1153	0.00177796013266	0.00136299100805
59	0.00194891783773	0.00157122574539
532	0.00018805347557	0.000170373876006
538	0.0021369713133	0.00242309512541
1326	0.00273532328102	0.00234737340274
1850	0.00143604472254	0.00176053005206
1851	0.00302595137963	0.0029531471841
428	0.00263274865798	0.00318031235211
2079	0.0016070024276	0.000832938949361
2078	0.000974458918863	0.00162801703739
1521	0.0050945396109	0.00535731187885
2073	0.00600061544774	0.00617132039754
2072	0.00336786678976	0.00247988641742
422	0.00246179095292	0.00206341694274
911	0.00112832085342	0.00170373876006
2075	0.0018805347557	0.0010979649787
1259	0.000341915410128	0.000681495504023
307	0.00116251239443	0.0020823473734
847	0.00343624987178	0.00225272124941
2070	0.00340205833077	0.00223379081874
1739	0.000529968885698	0.000435399905348
1633	0.00222245016583	0.00223379081874
1980	0.00706055321913	0.00656885944155
1981	0.00347044141279	0.00537624230951
1730	0.00326529216672	0.00389966871746
563	0.00177796013266	0.00227165168008
564	0.00237631210039	0.00242309512541
1595	0.0029404725271	0.00247988641742
228	0.00194891783773	0.00274491244676
1186	0.00531678462748	0.00384287742546
1029	0.00131637432899	0.00113582584004
1749	0.00345334564229	0.0038807382868
1740	0.00242759941191	0.00283956460009
1741	0.00338496256026	0.0029531471841
1742	0.00263274865798	0.00189304306673
1161	0.00116251239443	0.00090866067203
1201	0.000547064656204	0.000548982489352
1200	0.00329948370773	0.00456223379082
1894	0.00259855711697	0.00251774727875
1895	0.00463295380723	0.00422148603881
1896	0.00553902964407	0.00649313771888
1897	0.00369268642938	0.0030667297681
958	0.00200020514925	0.00236630383341
1683	0.00140185318152	0.00210127780407
1111	0.00223954593634	0.00331282536678
1682	0.00656477587445	0.00768575485092
1563	0.0037610695114	0.00401325130147
1689	0.00379526105242	0.00461902508282
484	0.00364139911786	0.00333175579744
1804	0.00360720757685	0.00280170373876
1803	0.00152152357507	0.00140085186938
1802	0.00760761787534	0.00707998106957
1801	0.00143604472254	0.000757217226692
1800	0.00458166649571	0.00452437292948
1809	0.00136766164051	0.000832938949361
1808	0.00234212055937	0.00164694746805
1366	0.00365849488836	0.00355892096545
1364	0.00352172872431	0.0030667297681
2001	0.00124799124697	0.00111689540937
2004	0.000940267377851	0.00179839091339
